language,exercise,topic
scala,collatz-conjecture,recursion
scala,armstrong-numbers,integers
scala,armstrong-numbers,math
scala,hamming,filtering
scala,hamming,optional_values
scala,hamming,strings
scala,etl,lists
scala,etl,maps
scala,etl,sequences
scala,etl,strings
scala,etl,transforming
scala,perfect-numbers,discriminated_unions
scala,perfect-numbers,enumerations
scala,perfect-numbers,integers
scala,perfect-numbers,math
scala,secret-handshake,bitwise_operations
scala,secret-handshake,lists
scala,secret-handshake,strings
scala,robot-simulator,enumerations
scala,robot-simulator,tuples
scala,matrix,matrices
scala,matrix,parsing
scala,matrix,strings
scala,matrix,vectors
scala,book-store,recursion
scala,gigasecond,dates
scala,gigasecond,function_overloading
scala,gigasecond,time
scala,difference-of-squares,integers
scala,difference-of-squares,math
scala,pangram,strings
scala,raindrops,logic
scala,raindrops,strings
scala,raindrops,transforming
scala,phone-number,optional_values
scala,phone-number,parsing
scala,phone-number,strings
scala,phone-number,transforming
scala,strain,filtering
scala,strain,generics
scala,strain,sequences
scala,robot-name,randomness
scala,robot-name,strings
scala,grains,optional_values
scala,scrabble-score,strings
scala,scrabble-score,transforming
scala,rna-transcription,optional_values
scala,rna-transcription,strings
scala,rna-transcription,transforming
scala,binary-search,arrays
scala,binary-search,optional_values
scala,binary-search,searching
scala,sieve,filtering
scala,sieve,lists
scala,sieve,math
scala,isogram,filtering
scala,isogram,strings
scala,clock,structural_equality
scala,clock,time
scala,protein-translation,sequences
scala,protein-translation,strings
scala,protein-translation,transforming
scala,beer-song,algorithms
scala,beer-song,control_flow
scala,beer-song,strings
scala,beer-song,text_formatting
scala,house,algorithms
scala,house,strings
scala,house,text_formatting
scala,series,sequences
scala,series,strings
scala,series,transforming
scala,word-count,maps
scala,word-count,strings
scala,word-count,transforming
scala,anagram,filtering
scala,anagram,sequences
scala,anagram,strings
scala,nucleotide-count,maps
scala,nucleotide-count,strings
scala,meetup,dates
scala,prime-factors,algorithms
scala,prime-factors,integers
scala,prime-factors,lists
scala,prime-factors,math
scala,allergies,enumerations
scala,allergies,filtering
scala,allergies,lists
scala,all-your-base,integers
scala,all-your-base,lists
scala,all-your-base,math
scala,all-your-base,optional_values
scala,all-your-base,transforming
scala,kindergarten-garden,enumerations
scala,kindergarten-garden,lists
scala,kindergarten-garden,transforming
scala,largest-series-product,integers
scala,largest-series-product,math
scala,largest-series-product,optional_values
scala,largest-series-product,strings
scala,largest-series-product,transforming
scala,pascals-triangle,control_flow_loops
scala,pascals-triangle,lists
scala,pascals-triangle,math
scala,pythagorean-triplet,integers
scala,pythagorean-triplet,math
scala,pythagorean-triplet,sequences
scala,pythagorean-triplet,tuples
scala,saddle-points,lists
scala,saddle-points,matrices
scala,saddle-points,sets
scala,saddle-points,tuples
scala,acronym,strings
scala,acronym,transforming
scala,run-length-encoding,algorithms
scala,run-length-encoding,strings
scala,run-length-encoding,transforming
scala,roman-numerals,algorithms
scala,roman-numerals,sequences
scala,roman-numerals,transforming
scala,simple-linked-list,classes
scala,simple-linked-list,generics
scala,simple-linked-list,lists
scala,simple-linked-list,transforming
scala,atbash-cipher,security
scala,atbash-cipher,strings
scala,atbash-cipher,transforming
scala,simple-cipher,algorithms
scala,simple-cipher,optional_values
scala,simple-cipher,strings
scala,simple-cipher,transforming
scala,bank-account,parallellism
scala,crypto-square,lists
scala,crypto-square,security
scala,crypto-square,strings
scala,crypto-square,transforming
scala,bracket-push,parsing
scala,bracket-push,strings
scala,queen-attack,games
scala,queen-attack,logic
scala,queen-attack,optional_values
scala,queen-attack,strings
scala,luhn,algorithms
scala,luhn,strings
scala,luhn,transforming
scala,food-chain,algorithms
scala,food-chain,text_formatting
scala,linked-list,generics
scala,linked-list,lists
scala,linked-list,optional_values
scala,spiral-matrix,matrices
scala,custom-set,generics
scala,custom-set,lists
scala,custom-set,sets
scala,parallel-letter-frequency,dictionaries
scala,parallel-letter-frequency,maps
scala,parallel-letter-frequency,parallellism
scala,parallel-letter-frequency,sequences
scala,parallel-letter-frequency,strings
scala,parallel-letter-frequency,transforming
scala,nth-prime,algorithms
scala,nth-prime,math
scala,nth-prime,optional_values
scala,palindrome-products,algorithms
scala,palindrome-products,math
scala,palindrome-products,optional_values
scala,palindrome-products,sets
scala,palindrome-products,strings
scala,palindrome-products,tuples
scala,ocr-numbers,lists
scala,ocr-numbers,parsing
scala,ocr-numbers,pattern_recognition
scala,ocr-numbers,strings
scala,ocr-numbers,transforming
scala,pig-latin,strings
scala,pig-latin,transforming
scala,binary-search-tree,generics
scala,binary-search-tree,lists
scala,binary-search-tree,searching
scala,binary-search-tree,trees
scala,rail-fence-cipher,algorithms
scala,rail-fence-cipher,strings
scala,rail-fence-cipher,transforming
scala,bowling,algorithms
scala,bowling,control_flow_if_else_statements
scala,bowling,lists
scala,dominoes,games
scala,dominoes,lists
scala,dominoes,optional_values
scala,dominoes,tuples
scala,sublist,enumerations
scala,sublist,generics
scala,sublist,lists
scala,minesweeper,lists
scala,minesweeper,parsing
scala,minesweeper,strings
scala,minesweeper,transforming
scala,wordy,optional_values
scala,wordy,parsing
scala,wordy,strings
scala,wordy,transforming
scala,change,integers
scala,change,lists
scala,change,optional_values
scala,connect,algorithms
scala,connect,games
scala,connect,graphs
scala,connect,optional_values
scala,connect,recursion
scala,connect,searching
scala,zebra-puzzle,logic
scala,say,optional_values
scala,say,strings
scala,say,text_formatting
scala,say,transforming
scala,alphametics,maps
scala,alphametics,optional_values
scala,alphametics,parsing
scala,alphametics,strings
scala,sgf-parsing,parsing
scala,sgf-parsing,transforming
scala,variable-length-quantity,algorithms
scala,variable-length-quantity,bitwise_operations
scala,variable-length-quantity,discriminated_unions
scala,variable-length-quantity,lists
scala,zipper,generics
scala,zipper,optional_values
scala,zipper,trees
scala,forth,parsing
scala,forth,strings
scala,diamond,lists
scala,diamond,strings
scala,diamond,text_formatting
scala,complex-numbers,math
scala,rotational-cipher,math
scala,rotational-cipher,security
scala,rotational-cipher,strings
scala,rotational-cipher,transforming
erlang,hello-world,strings
erlang,leap,control_flow_conditionals
erlang,leap,logic
erlang,accumulate,lists
erlang,collatz-conjecture,control_flow_conditionals
erlang,collatz-conjecture,math
erlang,collatz-conjecture,pattern_matching
erlang,raindrops,control_flow_conditionals
erlang,raindrops,pattern_matching
erlang,raindrops,strings
erlang,rna-transcription,control_flow_conditionals
erlang,rna-transcription,pattern_matching
erlang,rna-transcription,strings
erlang,bob,pattern_matching
erlang,bob,strings
erlang,strain,control_flow_conditionals
erlang,strain,lists
erlang,hamming,strings
erlang,space-age,time
erlang,secret-handshake,control_flow_conditionals
erlang,secret-handshake,pattern_matching
erlang,secret-handshake,strings
erlang,grains,bitwise_operations
erlang,grains,pattern_matching
erlang,isogram,control_flow_conditionals
erlang,isogram,pattern_matching
erlang,isogram,strings
erlang,pangram,control_flow_conditionals
erlang,pangram,control_flow_recursion
erlang,pangram,strings
erlang,nucleotide-count,parsing
erlang,nucleotide-count,strings
erlang,difference-of-squares,control_flow_recursion
erlang,difference-of-squares,math
erlang,difference-of-squares,pattern_matching
erlang,triangle,control_flow_conditionals
erlang,sum-of-multiples,math
erlang,perfect-numbers,integers
erlang,perfect-numbers,math
erlang,armstrong-numbers,integers
erlang,armstrong-numbers,math
erlang,anagram,filtering
erlang,anagram,lists
erlang,anagram,strings
erlang,atbash-cipher,algorithms
erlang,atbash-cipher,strings
erlang,phone-number,parsing
erlang,phone-number,strings
erlang,isbn-verifier,algorithms
erlang,gigasecond,dates
erlang,scrabble-score,pattern_matching
erlang,scrabble-score,strings
erlang,two-fer,strings
erlang,run-length-encoding,strings
erlang,protein-translation,control_flow_conditionals
erlang,protein-translation,pattern_matching
erlang,protein-translation,strings
erlang,robot-simulator,algorithms
erlang,robot-simulator,control_flow_conditionals
erlang,robot-simulator,control_flow_recursion
erlang,grade-school,pattern_matching
erlang,word-count,lists
erlang,word-count,maps
erlang,word-count,strings
erlang,clock,control_flow_conditionals
erlang,clock,time
erlang,allergies,algorithms
erlang,allergies,bitwise_operations
erlang,all-your-base,math
erlang,series,strings
erlang,parallel-letter-frequency,pattern_matching
erlang,parallel-letter-frequency,strings
erlang,roman-numerals,pattern_matching
erlang,roman-numerals,strings
erlang,sieve,filtering
erlang,sieve,math
erlang,saddle-points,matrices
erlang,largest-series-product,math
erlang,largest-series-product,strings
erlang,complex-numbers,math
erlang,complex-numbers,parsing
erlang,complex-numbers,strings
erlang,rotational-cipher,algorithms
erlang,rotational-cipher,strings
erlang,change,algorithms
erlang,variable-length-quantity,bitwise_operations
erlang,variable-length-quantity,integers
erlang,variable-length-quantity,transforming
erlang,etl,algorithms
erlang,etl,maps
erlang,etl,strings
erlang,bank-account,algorithms
erlang,bank-account,functions
erlang,bank-account,pattern_matching
erlang,luhn,algorithms
erlang,custom-set,types
erlang,meetup,control_flow_conditionals
erlang,meetup,dates
erlang,crypto-square,cryptography
erlang,crypto-square,strings
erlang,rail-fence-cipher,cryptography
erlang,rail-fence-cipher,strings
erlang,pascals-triangle,math
erlang,pascals-triangle,pattern_matching
erlang,pascals-triangle,strings
erlang,palindrome-products,algorithms
erlang,palindrome-products,math
erlang,palindrome-products,performance
erlang,circular-buffer,algorithms
erlang,circular-buffer,types
erlang,minesweeper,lists
erlang,minesweeper,parsing
erlang,minesweeper,strings
erlang,minesweeper,transforming
erlang,beer-song,strings
erlang,beer-song,text_formatting
erlang,dominoes,algorithms
erlang,zipper,algorithms
erlang,zipper,control_flow_recursion
erlang,zipper,types
erlang,spiral-matrix,algorithms
erlang,connect,algorithms
erlang,connect,games
erlang,connect,parsing
common-lisp,hello-world,strings
common-lisp,acronym,strings
common-lisp,acronym,transforming
common-lisp,hamming,control_flow_conditionals
common-lisp,hamming,control_flow_loops
common-lisp,hamming,equality
common-lisp,hamming,filtering
common-lisp,hamming,strings
common-lisp,sublist,lists
common-lisp,leap,control_flow_conditionals
common-lisp,leap,equality
common-lisp,leap,integers
common-lisp,leap,logic
common-lisp,grains,integers
common-lisp,grains,variables
common-lisp,gigasecond,date
common-lisp,gigasecond,integers
common-lisp,gigasecond,time
common-lisp,gigasecond,transforming
common-lisp,gigasecond,variables
common-lisp,bob,control_flow_conditionals
common-lisp,bob,parsing
common-lisp,bob,strings
common-lisp,rna-transcription,control_flow_conditionals
common-lisp,rna-transcription,strings
common-lisp,rna-transcription,transforming
common-lisp,robot-name,randomness
common-lisp,robot-name,strings
common-lisp,robot-name,variables
common-lisp,word-count,control_flow_conditionals
common-lisp,word-count,control_flow_loops
common-lisp,word-count,filtering
common-lisp,word-count,strings
common-lisp,raindrops,control_flow_conditionals
common-lisp,raindrops,filtering
common-lisp,raindrops,integers
common-lisp,grade-school,interfaces
common-lisp,grade-school,lists
common-lisp,grade-school,maps
common-lisp,grade-school,sorting
common-lisp,grade-school,variables
common-lisp,phone-number,interfaces
common-lisp,phone-number,parsing
common-lisp,phone-number,strings
common-lisp,etl,control_flow_loops
common-lisp,etl,maps
common-lisp,etl,transforming
common-lisp,beer-song,control_flow_conditionals
common-lisp,beer-song,control_flow_loops
common-lisp,beer-song,integers
common-lisp,beer-song,text_formatting
common-lisp,space-age,floating_point_numbers
common-lisp,space-age,interfaces
common-lisp,space-age,transforming
common-lisp,anagram,equality
common-lisp,anagram,filtering
common-lisp,anagram,strings
common-lisp,nucleotide-count,control_flow_loops
common-lisp,nucleotide-count,maps
common-lisp,nucleotide-count,sorting
common-lisp,nucleotide-count,strings
common-lisp,collatz-conjecture,integer
common-lisp,collatz-conjecture,math
