exercise,language,topic
pascals-triangle,DEPRECATED.javascript,text_formatting
secret-handshake,DEPRECATED.javascript,algorithms
secret-handshake,DEPRECATED.javascript,arrays
secret-handshake,DEPRECATED.javascript,bitwise_operations
secret-handshake,DEPRECATED.javascript,control_flow_conditionals
secret-handshake,DEPRECATED.javascript,control_flow_loops
secret-handshake,DEPRECATED.javascript,games
rotational-cipher,DEPRECATED.javascript,cryptography
rotational-cipher,DEPRECATED.javascript,integers
rotational-cipher,DEPRECATED.javascript,strings
grade-school,DEPRECATED.javascript,arrays
grade-school,DEPRECATED.javascript,maps
grade-school,DEPRECATED.javascript,sorting
robot-name,DEPRECATED.javascript,control_flow_conditionals
robot-name,DEPRECATED.javascript,exception_handling
robot-name,DEPRECATED.javascript,randomness
robot-name,DEPRECATED.javascript,regular_expressions
robot-name,DEPRECATED.javascript,sets
wordy,DEPRECATED.javascript,control_flow_conditionals
wordy,DEPRECATED.javascript,control_flow_loops
wordy,DEPRECATED.javascript,exception_handling
wordy,DEPRECATED.javascript,parsing
wordy,DEPRECATED.javascript,pattern_recognition
wordy,DEPRECATED.javascript,regular_expressions
wordy,DEPRECATED.javascript,strings
list-ops,DEPRECATED.javascript,data_structures
list-ops,DEPRECATED.javascript,lists
list-ops,DEPRECATED.javascript,recursion
rational-numbers,DEPRECATED.javascript,algorithms
rational-numbers,DEPRECATED.javascript,floating_point_numbers
rational-numbers,DEPRECATED.javascript,mathematics
hamming,DEPRECATED.javascript,control_flow_conditionals
hamming,DEPRECATED.javascript,control_flow_loops
hamming,DEPRECATED.javascript,equality
hamming,DEPRECATED.javascript,strings
run-length-encoding,DEPRECATED.javascript,control_flow_conditionals
run-length-encoding,DEPRECATED.javascript,exception_handling
run-length-encoding,DEPRECATED.javascript,parsing
run-length-encoding,DEPRECATED.javascript,pattern_recognition
run-length-encoding,DEPRECATED.javascript,regular_expressions
run-length-encoding,DEPRECATED.javascript,strings
run-length-encoding,DEPRECATED.javascript,text_formatting
isogram,DEPRECATED.javascript,filtering
isogram,DEPRECATED.javascript,strings
beer-song,DEPRECATED.javascript,control_flow_conditionals
beer-song,DEPRECATED.javascript,control_flow_loops
beer-song,DEPRECATED.javascript,strings
phone-number,DEPRECATED.javascript,parsing
phone-number,DEPRECATED.javascript,transforming
anagram,DEPRECATED.javascript,filtering
anagram,DEPRECATED.javascript,strings
food-chain,DEPRECATED.javascript,algorithms
food-chain,DEPRECATED.javascript,text_formatting
etl,DEPRECATED.javascript,control_flow_loops
etl,DEPRECATED.javascript,integers
etl,DEPRECATED.javascript,maps
etl,DEPRECATED.javascript,transforming
sublist,DEPRECATED.javascript,arrays
sublist,DEPRECATED.javascript,lists
grains,DEPRECATED.javascript,control_flow_loops
grains,DEPRECATED.javascript,integers
grains,DEPRECATED.javascript,mathematics
triangle,DEPRECATED.javascript,control_flow_conditionals
triangle,DEPRECATED.javascript,control_flow_loops
triangle,DEPRECATED.javascript,exception_handling
triangle,DEPRECATED.javascript,integers
triangle,DEPRECATED.javascript,mathematics
clock,DEPRECATED.javascript,dates
clock,DEPRECATED.javascript,globalization
clock,DEPRECATED.javascript,time
perfect-numbers,DEPRECATED.javascript,arrays
perfect-numbers,DEPRECATED.javascript,control_flow_conditionals
perfect-numbers,DEPRECATED.javascript,control_flow_loops
perfect-numbers,DEPRECATED.javascript,integers
perfect-numbers,DEPRECATED.javascript,mathematics
word-count,DEPRECATED.javascript,control_flow_loops
word-count,DEPRECATED.javascript,lists
word-count,DEPRECATED.javascript,regular_expressions
word-count,DEPRECATED.javascript,strings
word-count,DEPRECATED.javascript,unicode
acronym,DEPRECATED.javascript,control_flow_loops
acronym,DEPRECATED.javascript,regular_expressions
acronym,DEPRECATED.javascript,strings
acronym,DEPRECATED.javascript,transforming
scrabble-score,DEPRECATED.javascript,control_flow_conditionals
scrabble-score,DEPRECATED.javascript,control_flow_loops
scrabble-score,DEPRECATED.javascript,maps
scrabble-score,DEPRECATED.javascript,strings
roman-numerals,DEPRECATED.javascript,control_flow_conditionals
roman-numerals,DEPRECATED.javascript,control_flow_loops
roman-numerals,DEPRECATED.javascript,mathematics
roman-numerals,DEPRECATED.javascript,pattern_recognition
roman-numerals,DEPRECATED.javascript,transforming
circular-buffer,DEPRECATED.javascript,arrays
circular-buffer,DEPRECATED.javascript,control_flow_conditionals
circular-buffer,DEPRECATED.javascript,control_flow_loops
circular-buffer,DEPRECATED.javascript,data_structures
circular-buffer,DEPRECATED.javascript,exception_handling
circular-buffer,DEPRECATED.javascript,lists
raindrops,DEPRECATED.javascript,control_flow_conditionals
raindrops,DEPRECATED.javascript,integers
raindrops,DEPRECATED.javascript,strings
raindrops,DEPRECATED.javascript,transforming
allergies,DEPRECATED.javascript,arrays
allergies,DEPRECATED.javascript,bitwise_operations
allergies,DEPRECATED.javascript,control_flow_conditionals
allergies,DEPRECATED.javascript,control_flow_loops
strain,DEPRECATED.javascript,algorithms
strain,DEPRECATED.javascript,arrays
strain,DEPRECATED.javascript,callbacks
strain,DEPRECATED.javascript,control_flow_conditionals
strain,DEPRECATED.javascript,control_flow_loops
strain,DEPRECATED.javascript,filtering
strain,DEPRECATED.javascript,lists
atbash-cipher,DEPRECATED.javascript,algorithms
atbash-cipher,DEPRECATED.javascript,arrays
atbash-cipher,DEPRECATED.javascript,control_flow_conditionals
atbash-cipher,DEPRECATED.javascript,control_flow_loops
atbash-cipher,DEPRECATED.javascript,regular_expressions
atbash-cipher,DEPRECATED.javascript,text_formatting
accumulate,DEPRECATED.javascript,algorithms
accumulate,DEPRECATED.javascript,callbacks
accumulate,DEPRECATED.javascript,control_flow_loops
accumulate,DEPRECATED.javascript,lists
crypto-square,DEPRECATED.javascript,algorithms
crypto-square,DEPRECATED.javascript,arrays
crypto-square,DEPRECATED.javascript,control_flow_conditionals
crypto-square,DEPRECATED.javascript,control_flow_loops
crypto-square,DEPRECATED.javascript,regular_expressions
crypto-square,DEPRECATED.javascript,sorting
crypto-square,DEPRECATED.javascript,text_formatting
crypto-square,DEPRECATED.javascript,transforming
trinary,DEPRECATED.javascript,control_flow_conditionals
trinary,DEPRECATED.javascript,control_flow_loops
trinary,DEPRECATED.javascript,integers
trinary,DEPRECATED.javascript,mathematics
trinary,DEPRECATED.javascript,regular_expressions
trinary,DEPRECATED.javascript,strings
sieve,DEPRECATED.javascript,control_flow_conditionals
sieve,DEPRECATED.javascript,control_flow_loops
sieve,DEPRECATED.javascript,integers
sieve,DEPRECATED.javascript,mathematics
sieve,DEPRECATED.javascript,recursion
octal,DEPRECATED.javascript,control_flow_conditionals
octal,DEPRECATED.javascript,control_flow_loops
octal,DEPRECATED.javascript,integers
octal,DEPRECATED.javascript,mathematics
octal,DEPRECATED.javascript,regular_expressions
octal,DEPRECATED.javascript,strings
luhn,DEPRECATED.javascript,control_flow_conditionals
luhn,DEPRECATED.javascript,control_flow_loops
luhn,DEPRECATED.javascript,integers
luhn,DEPRECATED.javascript,mathematics
luhn,DEPRECATED.javascript,strings
pig-latin,DEPRECATED.javascript,control_flow_conditionals
pig-latin,DEPRECATED.javascript,control_flow_loops
pig-latin,DEPRECATED.javascript,games
pig-latin,DEPRECATED.javascript,regular_expressions
pig-latin,DEPRECATED.javascript,strings
pig-latin,DEPRECATED.javascript,transforming
pythagorean-triplet,DEPRECATED.javascript,algorithms
pythagorean-triplet,DEPRECATED.javascript,control_flow_conditionals
pythagorean-triplet,DEPRECATED.javascript,control_flow_loops
pythagorean-triplet,DEPRECATED.javascript,integers
pythagorean-triplet,DEPRECATED.javascript,mathematics
series,DEPRECATED.javascript,control_flow_loops
series,DEPRECATED.javascript,exception_handling
series,DEPRECATED.javascript,strings
series,DEPRECATED.javascript,text_formatting
difference-of-squares,DEPRECATED.javascript,algorithms
difference-of-squares,DEPRECATED.javascript,control_flow_loops
difference-of-squares,DEPRECATED.javascript,integers
difference-of-squares,DEPRECATED.javascript,mathematics
proverb,DEPRECATED.javascript,arrays
proverb,DEPRECATED.javascript,control_flow_conditionals
proverb,DEPRECATED.javascript,control_flow_loops
proverb,DEPRECATED.javascript,optional_values
proverb,DEPRECATED.javascript,strings
proverb,DEPRECATED.javascript,text_formatting
flatten-array,DEPRECATED.javascript,arrays
flatten-array,DEPRECATED.javascript,recursion
hexadecimal,DEPRECATED.javascript,control_flow_conditionals
hexadecimal,DEPRECATED.javascript,control_flow_loops
hexadecimal,DEPRECATED.javascript,integers
hexadecimal,DEPRECATED.javascript,mathematics
hexadecimal,DEPRECATED.javascript,regular_expressions
hexadecimal,DEPRECATED.javascript,strings
largest-series-product,DEPRECATED.javascript,control_flow_conditionals
largest-series-product,DEPRECATED.javascript,control_flow_loops
largest-series-product,DEPRECATED.javascript,exception_handling
largest-series-product,DEPRECATED.javascript,integers
largest-series-product,DEPRECATED.javascript,mathematics
largest-series-product,DEPRECATED.javascript,regular_expressions
largest-series-product,DEPRECATED.javascript,strings
kindergarten-garden,DEPRECATED.javascript,arrays
kindergarten-garden,DEPRECATED.javascript,control_flow_conditionals
kindergarten-garden,DEPRECATED.javascript,control_flow_loops
kindergarten-garden,DEPRECATED.javascript,strings
kindergarten-garden,DEPRECATED.javascript,text_formatting
binary-search,DEPRECATED.javascript,algorithms
binary-search,DEPRECATED.javascript,arrays
binary-search,DEPRECATED.javascript,control_flow_conditionals
binary-search,DEPRECATED.javascript,control_flow_loops
binary-search,DEPRECATED.javascript,recursion
binary-search-tree,DEPRECATED.javascript,algorithms
binary-search-tree,DEPRECATED.javascript,control_flow_conditionals
binary-search-tree,DEPRECATED.javascript,control_flow_loops
binary-search-tree,DEPRECATED.javascript,recursion
robot-simulator,DEPRECATED.javascript,control_flow_conditionals
robot-simulator,DEPRECATED.javascript,control_flow_loops
robot-simulator,DEPRECATED.javascript,exception_handling
robot-simulator,DEPRECATED.javascript,games
robot-simulator,DEPRECATED.javascript,parsing
robot-simulator,DEPRECATED.javascript,strings
nth-prime,DEPRECATED.javascript,algorithms
nth-prime,DEPRECATED.javascript,control_flow_conditionals
nth-prime,DEPRECATED.javascript,control_flow_loops
nth-prime,DEPRECATED.javascript,exception_handling
nth-prime,DEPRECATED.javascript,integers
nth-prime,DEPRECATED.javascript,mathematics
palindrome-products,DEPRECATED.javascript,algorithms
palindrome-products,DEPRECATED.javascript,control_flow_conditionals
palindrome-products,DEPRECATED.javascript,control_flow_loops
palindrome-products,DEPRECATED.javascript,exception_handling
palindrome-products,DEPRECATED.javascript,integers
palindrome-products,DEPRECATED.javascript,mathematics
say,DEPRECATED.javascript,control_flow_conditionals
say,DEPRECATED.javascript,control_flow_loops
say,DEPRECATED.javascript,exception_handling
say,DEPRECATED.javascript,integers
say,DEPRECATED.javascript,mathematics
say,DEPRECATED.javascript,strings
say,DEPRECATED.javascript,text_formatting
custom-set,DEPRECATED.javascript,arrays
custom-set,DEPRECATED.javascript,control_flow_conditionals
custom-set,DEPRECATED.javascript,control_flow_loops
custom-set,DEPRECATED.javascript,data_structures
custom-set,DEPRECATED.javascript,equality
custom-set,DEPRECATED.javascript,lists
custom-set,DEPRECATED.javascript,recursion
custom-set,DEPRECATED.javascript,sets
sum-of-multiples,DEPRECATED.javascript,control_flow_conditionals
sum-of-multiples,DEPRECATED.javascript,control_flow_loops
sum-of-multiples,DEPRECATED.javascript,integers
sum-of-multiples,DEPRECATED.javascript,lists
queen-attack,DEPRECATED.javascript,control_flow_conditionals
queen-attack,DEPRECATED.javascript,control_flow_loops
queen-attack,DEPRECATED.javascript,equality
queen-attack,DEPRECATED.javascript,exception_handling
queen-attack,DEPRECATED.javascript,optional_values
queen-attack,DEPRECATED.javascript,parsing
queen-attack,DEPRECATED.javascript,text_formatting
saddle-points,DEPRECATED.javascript,control_flow_conditionals
saddle-points,DEPRECATED.javascript,control_flow_loops
saddle-points,DEPRECATED.javascript,equality
saddle-points,DEPRECATED.javascript,exception_handling
saddle-points,DEPRECATED.javascript,integers
saddle-points,DEPRECATED.javascript,mathematics
saddle-points,DEPRECATED.javascript,matrices
saddle-points,DEPRECATED.javascript,optional_values
saddle-points,DEPRECATED.javascript,parsing
ocr-numbers,DEPRECATED.javascript,control_flow_conditionals
ocr-numbers,DEPRECATED.javascript,control_flow_loops
ocr-numbers,DEPRECATED.javascript,equality
ocr-numbers,DEPRECATED.javascript,exception_handling
ocr-numbers,DEPRECATED.javascript,integers
ocr-numbers,DEPRECATED.javascript,parsing
ocr-numbers,DEPRECATED.javascript,text_formatting
meetup,DEPRECATED.javascript,control_flow_conditionals
meetup,DEPRECATED.javascript,control_flow_loops
meetup,DEPRECATED.javascript,dates
meetup,DEPRECATED.javascript,equality
meetup,DEPRECATED.javascript,exception_handling
meetup,DEPRECATED.javascript,time
bracket-push,DEPRECATED.javascript,control_flow_conditionals
bracket-push,DEPRECATED.javascript,control_flow_loops
bracket-push,DEPRECATED.javascript,exception_handling
bracket-push,DEPRECATED.javascript,parsing
bracket-push,DEPRECATED.javascript,strings
two-bucket,DEPRECATED.javascript,algorithms
two-bucket,DEPRECATED.javascript,arrays
two-bucket,DEPRECATED.javascript,control_flow_conditionals
two-bucket,DEPRECATED.javascript,control_flow_loops
two-bucket,DEPRECATED.javascript,exception_handling
two-bucket,DEPRECATED.javascript,games
two-bucket,DEPRECATED.javascript,parsing
bowling,DEPRECATED.javascript,arrays
bowling,DEPRECATED.javascript,control_flow_conditionals
bowling,DEPRECATED.javascript,control_flow_loops
bowling,DEPRECATED.javascript,exception_handling
bowling,DEPRECATED.javascript,games
bowling,DEPRECATED.javascript,parsing
bowling,DEPRECATED.javascript,text_formatting
diamond,DEPRECATED.javascript,arrays
diamond,DEPRECATED.javascript,control_flow_conditionals
diamond,DEPRECATED.javascript,control_flow_loops
diamond,DEPRECATED.javascript,exception_handling
diamond,DEPRECATED.javascript,games
diamond,DEPRECATED.javascript,parsing
diamond,DEPRECATED.javascript,text_formatting
all-your-base,DEPRECATED.javascript,control_flow_conditionals
